temperature
25.3
25.9
25.6
26.1
26.5
26.3
27.0
27.3
27.6
26.5
25.9
25.7
25.8
26.1
25.7
26.0
26.0
25.4
25.9
25.7
26.0
27.0
27.6
26.8
25.8
25.7
26.1
26.5
27.0
26.6
25.9
25.5
25.5
25.0
25.0
25.7
26.3
26.5
25.3
25.9
24.8
24.4
24.4
24.5
25.0
25.3
25.2
24.9
25.1
24.9
24.6
25.0
25.1
24.5
24.3
24.1
24.0
24.2
23.5
