"tick","Expuestos","Infecciosos","Asintomaticos","Sintomaticos","Camas","Recuperados","Hospitalizados","Muertos"
1452.0,1186.0,112.0,49.0,63.0,3.0,928.0,37.0,13.0
1464.0,1222.0,110.0,44.0,66.0,3.0,956.0,38.0,14.0
1476.0,1237.0,117.0,42.0,75.0,3.0,982.0,38.0,14.0
1488.0,1259.0,119.0,42.0,77.0,3.0,1001.0,38.0,14.0
1500.0,1287.0,124.0,46.0,78.0,4.0,1017.0,39.0,14.0
1512.0,1307.0,131.0,49.0,82.0,4.0,1035.0,39.0,14.0
1524.0,1333.0,134.0,53.0,81.0,5.0,1061.0,40.0,14.0
1536.0,1365.0,135.0,49.0,86.0,7.0,1088.0,42.0,14.0
1548.0,1387.0,125.0,42.0,83.0,8.0,1120.0,44.0,14.0
1560.0,1409.0,133.0,42.0,91.0,8.0,1140.0,45.0,14.0
1572.0,1441.0,126.0,41.0,85.0,8.0,1166.0,45.0,14.0
1584.0,1461.0,132.0,46.0,86.0,9.0,1188.0,47.0,14.0
1596.0,1481.0,133.0,53.0,80.0,10.0,1214.0,48.0,14.0
1608.0,1505.0,124.0,54.0,70.0,11.0,1241.0,49.0,14.0
1620.0,1527.0,122.0,50.0,72.0,9.0,1270.0,49.0,14.0
1632.0,1555.0,129.0,52.0,77.0,9.0,1290.0,49.0,14.0
1644.0,1576.0,117.0,47.0,70.0,9.0,1320.0,52.0,15.0
1656.0,1589.0,112.0,47.0,65.0,8.0,1345.0,52.0,16.0
1668.0,1602.0,112.0,47.0,65.0,9.0,1368.0,53.0,16.0
1680.0,1624.0,115.0,44.0,71.0,9.0,1389.0,54.0,17.0
1692.0,1650.0,118.0,44.0,74.0,8.0,1411.0,54.0,17.0
1704.0,1667.0,114.0,38.0,76.0,7.0,1439.0,55.0,17.0
1716.0,1688.0,108.0,34.0,74.0,8.0,1462.0,56.0,17.0
1728.0,1709.0,99.0,36.0,63.0,7.0,1484.0,56.0,17.0
1740.0,1731.0,91.0,38.0,53.0,5.0,1509.0,56.0,19.0
1752.0,1748.0,90.0,41.0,49.0,5.0,1530.0,57.0,20.0
1764.0,1766.0,101.0,50.0,51.0,5.0,1544.0,57.0,20.0
1776.0,1796.0,90.0,47.0,43.0,5.0,1568.0,57.0,20.0
1788.0,1821.0,107.0,57.0,50.0,4.0,1583.0,58.0,21.0
1800.0,1849.0,113.0,56.0,57.0,6.0,1596.0,60.0,21.0
1812.0,1871.0,114.0,53.0,61.0,5.0,1612.0,61.0,23.0
1824.0,1900.0,105.0,53.0,52.0,5.0,1636.0,61.0,23.0
1836.0,1919.0,94.0,47.0,47.0,6.0,1667.0,62.0,23.0
1848.0,1936.0,111.0,46.0,65.0,6.0,1684.0,63.0,23.0
1860.0,1953.0,108.0,41.0,67.0,9.0,1708.0,66.0,23.0
1872.0,1980.0,127.0,48.0,79.0,10.0,1723.0,67.0,23.0
1884.0,2003.0,133.0,47.0,86.0,11.0,1738.0,68.0,23.0
1896.0,2032.0,130.0,49.0,81.0,9.0,1763.0,68.0,24.0
1908.0,2066.0,117.0,44.0,73.0,8.0,1791.0,69.0,24.0
1920.0,2087.0,109.0,45.0,64.0,8.0,1814.0,69.0,24.0
