"tick","Expuestos","Infecciosos","Asintomaticos","Sintomaticos","Camas","Recuperados","Hospitalizados","Muertos"
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
12.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
24.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
36.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
48.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
60.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
72.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
84.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
96.0,9.0,5.0,2.0,3.0,0.0,1.0,0.0,0.0
108.0,10.0,8.0,3.0,5.0,0.0,1.0,0.0,0.0
120.0,13.0,8.0,3.0,5.0,0.0,1.0,0.0,0.0
132.0,14.0,8.0,3.0,5.0,0.0,1.0,0.0,0.0
144.0,16.0,6.0,2.0,4.0,0.0,3.0,0.0,0.0
156.0,18.0,6.0,2.0,4.0,0.0,3.0,0.0,0.0
168.0,18.0,2.0,1.0,1.0,0.0,8.0,0.0,0.0
180.0,18.0,2.0,2.0,0.0,0.0,9.0,0.0,0.0
192.0,23.0,5.0,4.0,1.0,0.0,9.0,0.0,0.0
204.0,25.0,6.0,4.0,2.0,0.0,9.0,0.0,0.0
216.0,26.0,7.0,4.0,3.0,0.0,9.0,0.0,0.0
228.0,30.0,9.0,6.0,3.0,0.0,9.0,0.0,0.0
240.0,31.0,6.0,3.0,3.0,0.0,13.0,0.0,0.0
252.0,36.0,8.0,4.0,4.0,0.0,14.0,0.0,0.0
264.0,43.0,8.0,6.0,2.0,0.0,16.0,0.0,0.0
276.0,48.0,11.0,7.0,4.0,0.0,16.0,0.0,0.0
288.0,54.0,11.0,5.0,6.0,0.0,18.0,0.0,0.0
300.0,58.0,12.0,6.0,6.0,0.0,19.0,0.0,0.0
312.0,59.0,15.0,8.0,7.0,0.0,20.0,0.0,0.0
324.0,64.0,17.0,9.0,8.0,0.0,26.0,0.0,0.0
336.0,68.0,20.0,8.0,12.0,0.0,29.0,0.0,0.0
348.0,75.0,25.0,7.0,18.0,0.0,31.0,0.0,0.0
360.0,79.0,26.0,6.0,20.0,0.0,32.0,0.0,0.0
372.0,80.0,27.0,6.0,21.0,0.0,35.0,0.0,0.0
384.0,85.0,22.0,3.0,19.0,0.0,41.0,0.0,0.0
396.0,89.0,17.0,3.0,14.0,0.0,51.0,0.0,0.0
408.0,89.0,19.0,3.0,16.0,0.0,55.0,0.0,0.0
420.0,96.0,19.0,7.0,12.0,0.0,60.0,0.0,0.0
432.0,103.0,18.0,7.0,11.0,0.0,61.0,0.0,0.0
444.0,105.0,20.0,8.0,12.0,0.0,63.0,0.0,0.0
456.0,110.0,21.0,9.0,12.0,0.0,68.0,0.0,0.0
468.0,117.0,18.0,9.0,9.0,0.0,72.0,0.0,0.0
480.0,119.0,20.0,12.0,8.0,0.0,77.0,0.0,0.0
492.0,126.0,22.0,9.0,13.0,0.0,81.0,0.0,0.0
504.0,127.0,19.0,8.0,11.0,0.0,85.0,0.0,0.0
516.0,134.0,22.0,9.0,13.0,1.0,89.0,1.0,0.0
528.0,140.0,26.0,12.0,14.0,1.0,89.0,1.0,0.0
