"tick","Expuestos","Infecciosos","Asintomaticos","Sintomaticos","Camas","Recuperados","Hospitalizados","Muertos"
756.0,268.0,31.0,15.0,16.0,1.0,192.0,8.0,3.0
768.0,270.0,37.0,17.0,20.0,0.0,196.0,8.0,3.0
780.0,279.0,37.0,18.0,19.0,0.0,202.0,8.0,3.0
792.0,285.0,37.0,16.0,21.0,1.0,208.0,9.0,3.0
804.0,296.0,44.0,20.0,24.0,2.0,214.0,10.0,3.0
816.0,316.0,38.0,18.0,20.0,2.0,224.0,10.0,3.0
828.0,325.0,33.0,14.0,19.0,2.0,234.0,10.0,3.0
840.0,330.0,38.0,15.0,23.0,2.0,238.0,10.0,3.0
852.0,334.0,42.0,14.0,28.0,3.0,244.0,11.0,3.0
864.0,343.0,43.0,13.0,30.0,3.0,254.0,11.0,3.0
876.0,347.0,49.0,14.0,35.0,3.0,261.0,11.0,3.0
888.0,360.0,56.0,19.0,37.0,3.0,265.0,11.0,3.0
900.0,371.0,50.0,20.0,30.0,2.0,275.0,11.0,3.0
912.0,379.0,41.0,16.0,25.0,1.0,291.0,11.0,3.0
924.0,381.0,42.0,16.0,26.0,1.0,297.0,11.0,3.0
936.0,388.0,41.0,16.0,25.0,2.0,310.0,12.0,3.0
948.0,391.0,40.0,14.0,26.0,2.0,319.0,12.0,3.0
960.0,405.0,42.0,14.0,28.0,3.0,328.0,13.0,3.0
972.0,413.0,40.0,15.0,25.0,2.0,332.0,13.0,4.0
984.0,425.0,37.0,13.0,24.0,2.0,340.0,13.0,4.0
996.0,436.0,32.0,11.0,21.0,2.0,350.0,13.0,4.0
1008.0,447.0,27.0,10.0,17.0,3.0,362.0,14.0,4.0
1020.0,458.0,32.0,13.0,19.0,3.0,368.0,14.0,4.0
1032.0,465.0,39.0,18.0,21.0,5.0,371.0,16.0,4.0
1044.0,472.0,41.0,20.0,21.0,5.0,377.0,16.0,4.0
1056.0,485.0,51.0,23.0,28.0,7.0,382.0,19.0,4.0
1068.0,497.0,55.0,27.0,28.0,8.0,387.0,20.0,4.0
1080.0,516.0,53.0,29.0,24.0,7.0,396.0,20.0,5.0
1092.0,527.0,49.0,26.0,23.0,7.0,408.0,20.0,5.0
1104.0,537.0,48.0,26.0,22.0,7.0,418.0,21.0,5.0
1116.0,544.0,47.0,23.0,24.0,7.0,427.0,21.0,5.0
1128.0,555.0,55.0,23.0,32.0,7.0,436.0,22.0,6.0
1140.0,563.0,59.0,27.0,32.0,7.0,443.0,22.0,6.0
1152.0,573.0,62.0,23.0,39.0,6.0,458.0,23.0,6.0
1164.0,574.0,65.0,24.0,41.0,7.0,464.0,24.0,6.0
1176.0,582.0,59.0,24.0,35.0,5.0,478.0,24.0,7.0
1188.0,593.0,57.0,24.0,33.0,4.0,486.0,24.0,7.0
1200.0,605.0,49.0,21.0,28.0,3.0,506.0,24.0,7.0
1212.0,614.0,44.0,20.0,24.0,3.0,519.0,24.0,7.0
1224.0,618.0,39.0,16.0,23.0,3.0,529.0,24.0,7.0
1236.0,628.0,38.0,15.0,23.0,3.0,538.0,25.0,7.0
1248.0,639.0,41.0,17.0,24.0,4.0,542.0,26.0,7.0
1260.0,652.0,44.0,20.0,24.0,4.0,550.0,26.0,7.0
1272.0,660.0,42.0,22.0,20.0,3.0,559.0,26.0,8.0
1284.0,671.0,38.0,19.0,19.0,3.0,572.0,27.0,9.0
1296.0,683.0,44.0,22.0,22.0,4.0,575.0,28.0,9.0
1308.0,687.0,47.0,21.0,26.0,4.0,583.0,28.0,9.0
1320.0,693.0,50.0,19.0,31.0,5.0,592.0,29.0,9.0
1332.0,701.0,50.0,20.0,30.0,5.0,599.0,29.0,9.0
1344.0,709.0,50.0,22.0,28.0,3.0,609.0,29.0,11.0
1356.0,721.0,49.0,23.0,26.0,3.0,616.0,29.0,11.0
1368.0,734.0,42.0,23.0,19.0,3.0,629.0,29.0,11.0
1380.0,745.0,42.0,22.0,20.0,3.0,636.0,29.0,11.0
1392.0,760.0,34.0,21.0,13.0,2.0,649.0,29.0,12.0
1404.0,769.0,35.0,21.0,14.0,1.0,656.0,29.0,13.0
1416.0,775.0,40.0,23.0,17.0,0.0,664.0,29.0,14.0
1428.0,785.0,45.0,23.0,22.0,0.0,672.0,29.0,14.0
1440.0,796.0,51.0,25.0,26.0,0.0,678.0,29.0,14.0
1452.0,809.0,60.0,27.0,33.0,0.0,684.0,29.0,14.0
1464.0,824.0,60.0,24.0,36.0,0.0,692.0,29.0,14.0
1476.0,834.0,66.0,21.0,45.0,1.0,701.0,30.0,14.0
1488.0,842.0,61.0,21.0,40.0,1.0,714.0,30.0,14.0
1500.0,851.0,47.0,17.0,30.0,4.0,735.0,33.0,14.0
1512.0,868.0,58.0,22.0,36.0,4.0,739.0,33.0,14.0
1524.0,881.0,58.0,23.0,35.0,4.0,750.0,33.0,14.0
1536.0,891.0,54.0,21.0,33.0,4.0,763.0,33.0,14.0
1548.0,898.0,51.0,19.0,32.0,5.0,774.0,34.0,14.0
1560.0,904.0,59.0,25.0,34.0,5.0,780.0,34.0,14.0
1572.0,920.0,57.0,21.0,36.0,5.0,791.0,34.0,14.0
1584.0,924.0,58.0,19.0,39.0,5.0,805.0,35.0,14.0
1596.0,934.0,53.0,23.0,30.0,4.0,818.0,35.0,14.0
1608.0,940.0,53.0,22.0,31.0,3.0,827.0,36.0,15.0
1620.0,951.0,56.0,21.0,35.0,3.0,836.0,36.0,15.0
1632.0,956.0,46.0,15.0,31.0,4.0,851.0,37.0,15.0
1644.0,968.0,46.0,20.0,26.0,3.0,862.0,37.0,15.0
1656.0,979.0,42.0,17.0,25.0,3.0,875.0,37.0,15.0
1668.0,990.0,42.0,14.0,28.0,3.0,881.0,37.0,15.0
1680.0,994.0,42.0,15.0,27.0,2.0,888.0,37.0,16.0
1692.0,1002.0,40.0,15.0,25.0,2.0,900.0,37.0,16.0
1704.0,1011.0,40.0,13.0,27.0,2.0,909.0,37.0,16.0
1716.0,1018.0,48.0,16.0,32.0,2.0,915.0,38.0,16.0
1728.0,1023.0,45.0,18.0,27.0,1.0,925.0,38.0,16.0
1740.0,1030.0,44.0,18.0,26.0,1.0,936.0,38.0,16.0
1752.0,1038.0,45.0,18.0,27.0,1.0,942.0,38.0,16.0
1764.0,1046.0,40.0,14.0,26.0,2.0,950.0,39.0,16.0
1776.0,1048.0,41.0,14.0,27.0,2.0,960.0,39.0,16.0
1788.0,1057.0,40.0,15.0,25.0,2.0,968.0,39.0,16.0
1800.0,1063.0,34.0,12.0,22.0,3.0,978.0,40.0,16.0
1812.0,1067.0,33.0,13.0,20.0,3.0,985.0,41.0,16.0
1824.0,1074.0,34.0,14.0,20.0,3.0,993.0,41.0,16.0
1836.0,1085.0,34.0,16.0,18.0,4.0,999.0,42.0,16.0
1848.0,1092.0,33.0,14.0,19.0,6.0,1010.0,44.0,16.0
1860.0,1095.0,35.0,15.0,20.0,5.0,1013.0,44.0,16.0
1872.0,1103.0,31.0,15.0,16.0,5.0,1018.0,44.0,16.0
1884.0,1109.0,33.0,15.0,18.0,6.0,1024.0,45.0,16.0
1896.0,1115.0,31.0,14.0,17.0,7.0,1034.0,46.0,16.0
1908.0,1120.0,34.0,15.0,19.0,8.0,1038.0,47.0,16.0
1920.0,1126.0,32.0,14.0,18.0,6.0,1045.0,47.0,18.0
