"tick","Expuestos","Infecciosos","Asintomaticos","Sintomaticos","Camas","Recuperados","Hospitalizados","Muertos"
1392.0,430.0,23.0,7.0,16.0,2.0,380.0,20.0,7.0
1404.0,433.0,24.0,10.0,14.0,2.0,384.0,20.0,7.0
1416.0,439.0,28.0,15.0,13.0,2.0,385.0,20.0,7.0
1428.0,445.0,28.0,15.0,13.0,2.0,390.0,20.0,7.0
1440.0,457.0,23.0,13.0,10.0,2.0,395.0,20.0,7.0
1452.0,464.0,20.0,10.0,10.0,3.0,401.0,21.0,7.0
1464.0,469.0,22.0,11.0,11.0,3.0,404.0,21.0,7.0
1476.0,473.0,22.0,10.0,12.0,3.0,409.0,21.0,7.0
1488.0,476.0,22.0,8.0,14.0,1.0,416.0,21.0,8.0
1500.0,486.0,30.0,11.0,19.0,1.0,419.0,21.0,8.0
1512.0,492.0,33.0,12.0,21.0,1.0,422.0,21.0,8.0
1524.0,499.0,36.0,13.0,23.0,2.0,424.0,22.0,8.0
1536.0,508.0,39.0,14.0,25.0,2.0,428.0,22.0,8.0
1548.0,512.0,38.0,14.0,24.0,2.0,435.0,22.0,8.0
1560.0,514.0,31.0,12.0,19.0,2.0,445.0,22.0,8.0
1572.0,517.0,24.0,10.0,14.0,1.0,459.0,22.0,8.0
1584.0,522.0,29.0,15.0,14.0,1.0,462.0,22.0,8.0
1596.0,529.0,34.0,16.0,18.0,1.0,464.0,22.0,8.0
1608.0,537.0,29.0,15.0,14.0,1.0,474.0,22.0,8.0
1620.0,544.0,28.0,14.0,14.0,0.0,478.0,22.0,9.0
1632.0,553.0,27.0,13.0,14.0,0.0,482.0,22.0,9.0
1644.0,560.0,22.0,12.0,10.0,0.0,491.0,22.0,9.0
1656.0,565.0,22.0,10.0,12.0,0.0,497.0,22.0,9.0
1668.0,569.0,26.0,13.0,13.0,0.0,501.0,22.0,9.0
1680.0,576.0,33.0,18.0,15.0,1.0,506.0,23.0,9.0
1692.0,589.0,32.0,17.0,15.0,1.0,509.0,23.0,9.0
1704.0,600.0,41.0,21.0,20.0,1.0,511.0,23.0,9.0
1716.0,606.0,37.0,19.0,18.0,1.0,518.0,23.0,9.0
1728.0,617.0,36.0,19.0,17.0,1.0,525.0,23.0,9.0
1740.0,628.0,38.0,15.0,23.0,1.0,533.0,23.0,9.0
1752.0,637.0,39.0,17.0,22.0,1.0,540.0,23.0,9.0
1764.0,646.0,43.0,17.0,26.0,4.0,547.0,26.0,9.0
1776.0,657.0,42.0,16.0,26.0,4.0,555.0,26.0,9.0
1788.0,667.0,44.0,18.0,26.0,5.0,563.0,27.0,9.0
1800.0,676.0,46.0,17.0,29.0,4.0,570.0,27.0,9.0
1812.0,690.0,47.0,20.0,27.0,6.0,581.0,29.0,9.0
1824.0,704.0,47.0,21.0,26.0,6.0,588.0,29.0,9.0
1836.0,718.0,54.0,22.0,32.0,7.0,594.0,30.0,9.0
1848.0,736.0,51.0,20.0,31.0,8.0,603.0,31.0,9.0
1860.0,749.0,46.0,15.0,31.0,8.0,615.0,32.0,9.0
1872.0,760.0,52.0,21.0,31.0,8.0,624.0,33.0,10.0
1884.0,777.0,55.0,19.0,36.0,8.0,635.0,34.0,10.0
1896.0,789.0,57.0,24.0,33.0,9.0,644.0,35.0,10.0
1908.0,807.0,69.0,27.0,42.0,11.0,652.0,38.0,10.0
1920.0,818.0,77.0,28.0,49.0,11.0,659.0,40.0,10.0
