"tick","Expuestos","Infecciosos","Asintomaticos","Sintomaticos","Camas","Recuperados","Hospitalizados","Muertos"
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
12.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
24.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
36.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
48.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
60.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
72.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
84.0,12.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0
96.0,13.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0
108.0,15.0,6.0,2.0,4.0,1.0,1.0,1.0,0.0
120.0,16.0,6.0,2.0,4.0,1.0,1.0,1.0,0.0
132.0,16.0,9.0,4.0,5.0,1.0,3.0,1.0,0.0
144.0,21.0,9.0,4.0,5.0,1.0,3.0,1.0,0.0
156.0,23.0,9.0,5.0,4.0,1.0,3.0,1.0,0.0
168.0,27.0,9.0,5.0,4.0,1.0,5.0,1.0,0.0
180.0,28.0,7.0,4.0,3.0,1.0,8.0,1.0,0.0
192.0,30.0,9.0,4.0,5.0,1.0,8.0,1.0,0.0
204.0,31.0,6.0,1.0,5.0,0.0,13.0,1.0,0.0
216.0,31.0,11.0,4.0,7.0,0.0,13.0,1.0,0.0
228.0,32.0,13.0,5.0,8.0,0.0,14.0,1.0,0.0
240.0,36.0,13.0,6.0,7.0,0.0,17.0,1.0,0.0
252.0,37.0,13.0,6.0,7.0,0.0,17.0,1.0,0.0
264.0,42.0,9.0,5.0,4.0,1.0,22.0,2.0,0.0
276.0,42.0,6.0,2.0,4.0,1.0,25.0,2.0,0.0
288.0,42.0,4.0,1.0,3.0,1.0,28.0,2.0,0.0
300.0,43.0,6.0,1.0,5.0,1.0,29.0,2.0,0.0
312.0,44.0,9.0,1.0,8.0,1.0,30.0,2.0,0.0
324.0,45.0,11.0,2.0,9.0,1.0,30.0,2.0,0.0
336.0,49.0,10.0,3.0,7.0,1.0,31.0,2.0,0.0
348.0,50.0,10.0,2.0,8.0,1.0,32.0,2.0,0.0
360.0,54.0,7.0,2.0,5.0,1.0,35.0,2.0,0.0
372.0,55.0,6.0,1.0,5.0,1.0,37.0,2.0,0.0
384.0,55.0,6.0,3.0,3.0,0.0,40.0,2.0,1.0
396.0,56.0,8.0,4.0,4.0,0.0,40.0,2.0,1.0
408.0,57.0,7.0,3.0,4.0,0.0,41.0,2.0,1.0
420.0,58.0,9.0,4.0,5.0,0.0,42.0,2.0,1.0
432.0,58.0,11.0,5.0,6.0,0.0,43.0,2.0,1.0
444.0,60.0,7.0,3.0,4.0,0.0,47.0,2.0,1.0
456.0,62.0,7.0,3.0,4.0,0.0,48.0,2.0,1.0
468.0,64.0,7.0,3.0,4.0,0.0,49.0,2.0,1.0
480.0,66.0,4.0,3.0,1.0,0.0,52.0,2.0,1.0
492.0,66.0,5.0,3.0,2.0,1.0,53.0,3.0,1.0
504.0,66.0,5.0,2.0,3.0,1.0,54.0,3.0,1.0
516.0,66.0,7.0,3.0,4.0,1.0,54.0,3.0,1.0
528.0,67.0,7.0,2.0,5.0,1.0,56.0,3.0,1.0
540.0,70.0,7.0,2.0,5.0,1.0,57.0,3.0,1.0
552.0,70.0,7.0,2.0,5.0,1.0,57.0,3.0,1.0
564.0,71.0,6.0,2.0,4.0,1.0,58.0,3.0,1.0
576.0,71.0,4.0,2.0,2.0,1.0,60.0,3.0,1.0
588.0,72.0,3.0,0.0,3.0,1.0,62.0,3.0,1.0
600.0,72.0,5.0,1.0,4.0,0.0,62.0,3.0,2.0
612.0,74.0,5.0,1.0,4.0,0.0,63.0,3.0,2.0
624.0,74.0,4.0,1.0,3.0,0.0,64.0,3.0,2.0
636.0,77.0,4.0,1.0,3.0,0.0,65.0,3.0,2.0
648.0,79.0,5.0,2.0,3.0,0.0,65.0,3.0,2.0
660.0,82.0,4.0,1.0,3.0,0.0,67.0,3.0,2.0
672.0,88.0,4.0,2.0,2.0,0.0,68.0,3.0,2.0
684.0,90.0,5.0,3.0,2.0,0.0,68.0,3.0,2.0
696.0,93.0,4.0,3.0,1.0,0.0,69.0,3.0,2.0
708.0,96.0,7.0,4.0,3.0,0.0,69.0,3.0,2.0
720.0,101.0,12.0,6.0,6.0,1.0,70.0,4.0,2.0
732.0,105.0,13.0,8.0,5.0,1.0,72.0,4.0,2.0
744.0,112.0,16.0,9.0,7.0,1.0,72.0,4.0,2.0
756.0,116.0,17.0,9.0,8.0,1.0,73.0,4.0,2.0
768.0,121.0,20.0,12.0,8.0,1.0,75.0,4.0,2.0
780.0,126.0,19.0,13.0,6.0,1.0,79.0,4.0,2.0
792.0,130.0,19.0,13.0,6.0,1.0,85.0,4.0,2.0
804.0,133.0,20.0,12.0,8.0,1.0,88.0,4.0,2.0
816.0,142.0,25.0,13.0,12.0,1.0,90.0,4.0,2.0
828.0,146.0,26.0,14.0,12.0,0.0,95.0,4.0,2.0
840.0,151.0,24.0,11.0,13.0,0.0,99.0,4.0,2.0
852.0,152.0,20.0,9.0,11.0,0.0,106.0,4.0,2.0
864.0,158.0,22.0,11.0,11.0,1.0,110.0,5.0,2.0
876.0,167.0,20.0,12.0,8.0,1.0,116.0,5.0,2.0
888.0,174.0,22.0,10.0,12.0,2.0,121.0,6.0,2.0
900.0,179.0,23.0,9.0,14.0,3.0,124.0,7.0,2.0
912.0,186.0,28.0,10.0,18.0,4.0,124.0,8.0,2.0
924.0,189.0,24.0,9.0,15.0,4.0,132.0,8.0,2.0
936.0,191.0,27.0,12.0,15.0,4.0,134.0,8.0,2.0
948.0,203.0,30.0,12.0,18.0,5.0,137.0,9.0,2.0
960.0,210.0,29.0,14.0,15.0,5.0,144.0,9.0,2.0
972.0,218.0,34.0,16.0,18.0,5.0,147.0,9.0,2.0
984.0,227.0,29.0,13.0,16.0,4.0,154.0,10.0,4.0
996.0,234.0,30.0,15.0,15.0,3.0,158.0,10.0,4.0
1008.0,240.0,33.0,18.0,15.0,3.0,162.0,10.0,4.0
1020.0,247.0,35.0,19.0,16.0,3.0,171.0,10.0,4.0
1032.0,254.0,36.0,17.0,19.0,2.0,177.0,10.0,4.0
1044.0,257.0,33.0,17.0,16.0,1.0,185.0,10.0,4.0
1056.0,264.0,38.0,17.0,21.0,2.0,190.0,11.0,4.0
1068.0,271.0,36.0,15.0,21.0,2.0,197.0,11.0,4.0
1080.0,276.0,34.0,13.0,21.0,1.0,208.0,11.0,4.0
1092.0,283.0,35.0,12.0,23.0,1.0,213.0,11.0,4.0
1104.0,293.0,34.0,12.0,22.0,1.0,221.0,11.0,4.0
1116.0,306.0,31.0,12.0,19.0,1.0,228.0,11.0,4.0
1128.0,317.0,32.0,11.0,21.0,1.0,235.0,11.0,4.0
1140.0,323.0,30.0,12.0,18.0,1.0,242.0,11.0,4.0
1152.0,326.0,28.0,13.0,15.0,2.0,249.0,12.0,4.0
1164.0,332.0,32.0,16.0,16.0,1.0,255.0,12.0,5.0
1176.0,340.0,39.0,15.0,24.0,1.0,261.0,12.0,5.0
1188.0,344.0,44.0,15.0,29.0,1.0,267.0,12.0,5.0
1200.0,353.0,43.0,14.0,29.0,2.0,272.0,13.0,5.0
1212.0,358.0,42.0,10.0,32.0,3.0,278.0,14.0,5.0
1224.0,367.0,36.0,8.0,28.0,3.0,290.0,14.0,5.0
1236.0,372.0,32.0,7.0,25.0,3.0,299.0,14.0,5.0
1248.0,379.0,32.0,10.0,22.0,5.0,310.0,17.0,5.0
1260.0,380.0,30.0,11.0,19.0,5.0,316.0,17.0,5.0
1272.0,384.0,34.0,11.0,23.0,6.0,318.0,18.0,5.0
1284.0,389.0,31.0,13.0,18.0,6.0,326.0,18.0,5.0
1296.0,393.0,34.0,15.0,19.0,5.0,330.0,18.0,5.0
1308.0,399.0,36.0,16.0,20.0,5.0,335.0,18.0,5.0
1320.0,408.0,29.0,11.0,18.0,5.0,342.0,18.0,5.0
1332.0,413.0,28.0,11.0,17.0,4.0,346.0,18.0,5.0
1344.0,413.0,24.0,7.0,17.0,4.0,356.0,18.0,5.0
1356.0,418.0,23.0,6.0,17.0,2.0,362.0,18.0,6.0
1368.0,424.0,21.0,5.0,16.0,2.0,369.0,19.0,7.0
1380.0,428.0,25.0,8.0,17.0,2.0,375.0,20.0,7.0
