"tick","Expuestos","Infecciosos","Asintomaticos","Sintomaticos","Camas","Recuperados","Hospitalizados","Muertos"
564.0,104.0,14.0,7.0,7.0,0.0,79.0,3.0,1.0
576.0,109.0,14.0,7.0,7.0,0.0,79.0,3.0,1.0
588.0,110.0,9.0,3.0,6.0,0.0,85.0,3.0,1.0
600.0,113.0,9.0,3.0,6.0,0.0,86.0,3.0,1.0
612.0,114.0,9.0,3.0,6.0,0.0,90.0,3.0,1.0
624.0,117.0,10.0,5.0,5.0,0.0,92.0,3.0,1.0
636.0,124.0,12.0,5.0,7.0,0.0,93.0,3.0,1.0
648.0,125.0,17.0,8.0,9.0,0.0,93.0,3.0,1.0
660.0,128.0,15.0,8.0,7.0,0.0,95.0,3.0,1.0
672.0,129.0,14.0,7.0,7.0,0.0,99.0,3.0,1.0
684.0,135.0,18.0,6.0,12.0,0.0,100.0,3.0,1.0
696.0,146.0,16.0,4.0,12.0,0.0,105.0,3.0,1.0
708.0,150.0,19.0,4.0,15.0,0.0,107.0,3.0,1.0
720.0,153.0,15.0,2.0,13.0,0.0,111.0,3.0,1.0
732.0,155.0,12.0,3.0,9.0,0.0,115.0,3.0,1.0
744.0,156.0,15.0,5.0,10.0,0.0,119.0,3.0,1.0
756.0,159.0,20.0,8.0,12.0,1.0,123.0,4.0,1.0
768.0,168.0,24.0,12.0,12.0,2.0,125.0,5.0,1.0
780.0,178.0,24.0,12.0,12.0,2.0,127.0,5.0,1.0
792.0,182.0,26.0,11.0,15.0,2.0,128.0,5.0,1.0
804.0,188.0,22.0,9.0,13.0,2.0,133.0,5.0,1.0
816.0,191.0,18.0,5.0,13.0,2.0,142.0,5.0,1.0
828.0,192.0,17.0,6.0,11.0,3.0,147.0,6.0,1.0
840.0,194.0,19.0,5.0,14.0,3.0,150.0,6.0,1.0
852.0,196.0,26.0,7.0,19.0,3.0,152.0,6.0,1.0
864.0,198.0,30.0,11.0,19.0,1.0,155.0,6.0,1.0
876.0,202.0,30.0,12.0,18.0,1.0,159.0,6.0,1.0
888.0,208.0,24.0,9.0,15.0,1.0,166.0,6.0,1.0
900.0,210.0,20.0,8.0,12.0,1.0,171.0,6.0,1.0
912.0,213.0,18.0,6.0,12.0,1.0,176.0,6.0,1.0
924.0,216.0,15.0,5.0,10.0,0.0,183.0,6.0,1.0
936.0,218.0,11.0,3.0,8.0,0.0,188.0,6.0,1.0
948.0,222.0,13.0,5.0,8.0,0.0,192.0,6.0,1.0
960.0,226.0,16.0,7.0,9.0,0.0,193.0,6.0,1.0
972.0,230.0,19.0,10.0,9.0,0.0,194.0,6.0,1.0
984.0,239.0,21.0,11.0,10.0,1.0,195.0,7.0,1.0
996.0,242.0,17.0,9.0,8.0,1.0,199.0,7.0,1.0
1008.0,244.0,15.0,8.0,7.0,1.0,204.0,7.0,1.0
1020.0,246.0,13.0,4.0,9.0,1.0,210.0,7.0,1.0
1032.0,248.0,17.0,7.0,10.0,1.0,212.0,7.0,1.0
1044.0,253.0,19.0,7.0,12.0,1.0,215.0,7.0,1.0
1056.0,259.0,26.0,10.0,16.0,1.0,215.0,7.0,1.0
1068.0,266.0,22.0,9.0,13.0,1.0,219.0,7.0,1.0
1080.0,268.0,23.0,10.0,13.0,1.0,221.0,7.0,1.0
1092.0,270.0,22.0,9.0,13.0,2.0,226.0,8.0,1.0
1104.0,272.0,20.0,4.0,16.0,2.0,235.0,9.0,1.0
1116.0,272.0,21.0,7.0,14.0,2.0,239.0,9.0,1.0
1128.0,278.0,22.0,7.0,15.0,2.0,242.0,9.0,1.0
1140.0,281.0,25.0,7.0,18.0,2.0,243.0,9.0,1.0
1152.0,290.0,19.0,7.0,12.0,2.0,248.0,9.0,1.0
1164.0,294.0,14.0,7.0,7.0,2.0,254.0,9.0,1.0
1176.0,298.0,15.0,8.0,7.0,2.0,258.0,9.0,1.0
1188.0,302.0,16.0,8.0,8.0,2.0,259.0,9.0,1.0
1200.0,313.0,15.0,9.0,6.0,0.0,267.0,9.0,1.0
1212.0,318.0,17.0,9.0,8.0,0.0,269.0,9.0,1.0
1224.0,324.0,20.0,8.0,12.0,1.0,271.0,10.0,1.0
1236.0,325.0,24.0,10.0,14.0,2.0,273.0,11.0,1.0
1248.0,330.0,24.0,8.0,16.0,2.0,278.0,11.0,1.0
1260.0,334.0,29.0,10.0,19.0,2.0,282.0,11.0,1.0
1272.0,337.0,33.0,13.0,20.0,2.0,285.0,11.0,1.0
1284.0,347.0,32.0,15.0,17.0,2.0,289.0,11.0,1.0
1296.0,349.0,26.0,13.0,13.0,2.0,296.0,11.0,1.0
1308.0,354.0,28.0,14.0,14.0,2.0,299.0,11.0,1.0
1320.0,358.0,24.0,12.0,12.0,2.0,307.0,11.0,1.0
