"tick","Expuestos","Infecciosos","Asintomaticos","Sintomaticos","Camas","Recuperados","Hospitalizados","Muertos"
492.0,27.0,7.0,1.0,6.0,2.0,19.0,3.0,0.0
504.0,28.0,7.0,1.0,6.0,2.0,19.0,3.0,0.0
516.0,28.0,6.0,1.0,5.0,2.0,20.0,3.0,0.0
528.0,28.0,6.0,1.0,5.0,2.0,20.0,3.0,0.0
540.0,28.0,5.0,1.0,4.0,2.0,21.0,3.0,0.0
552.0,28.0,2.0,1.0,1.0,2.0,24.0,3.0,0.0
564.0,28.0,1.0,1.0,0.0,1.0,25.0,3.0,0.0
576.0,28.0,2.0,1.0,1.0,1.0,25.0,3.0,0.0
588.0,28.0,1.0,0.0,1.0,1.0,26.0,3.0,0.0
600.0,29.0,1.0,0.0,1.0,1.0,26.0,3.0,0.0
612.0,29.0,1.0,0.0,1.0,0.0,26.0,3.0,1.0
624.0,29.0,0.0,0.0,0.0,0.0,27.0,3.0,1.0
636.0,30.0,0.0,0.0,0.0,0.0,27.0,3.0,1.0
648.0,31.0,1.0,1.0,0.0,0.0,27.0,3.0,1.0
660.0,31.0,1.0,1.0,0.0,0.0,27.0,3.0,1.0
672.0,33.0,1.0,1.0,0.0,0.0,27.0,3.0,1.0
684.0,34.0,2.0,1.0,1.0,0.0,27.0,3.0,1.0
696.0,36.0,3.0,2.0,1.0,0.0,27.0,3.0,1.0
708.0,41.0,3.0,2.0,1.0,0.0,27.0,3.0,1.0
720.0,43.0,3.0,1.0,2.0,0.0,28.0,3.0,1.0
732.0,43.0,3.0,1.0,2.0,0.0,28.0,3.0,1.0
744.0,47.0,5.0,3.0,2.0,0.0,29.0,3.0,1.0
756.0,49.0,6.0,4.0,2.0,0.0,29.0,3.0,1.0
768.0,55.0,8.0,4.0,4.0,0.0,30.0,3.0,1.0
780.0,60.0,11.0,6.0,5.0,0.0,30.0,3.0,1.0
792.0,65.0,10.0,6.0,4.0,0.0,32.0,3.0,1.0
804.0,68.0,13.0,7.0,6.0,0.0,32.0,3.0,1.0
816.0,71.0,15.0,7.0,8.0,0.0,35.0,3.0,1.0
828.0,73.0,15.0,4.0,11.0,1.0,39.0,4.0,1.0
840.0,76.0,16.0,4.0,12.0,1.0,42.0,4.0,1.0
852.0,81.0,20.0,7.0,13.0,1.0,42.0,4.0,1.0
864.0,92.0,19.0,9.0,10.0,1.0,47.0,4.0,1.0
876.0,95.0,20.0,10.0,10.0,1.0,49.0,4.0,1.0
888.0,99.0,14.0,10.0,4.0,1.0,55.0,4.0,1.0
900.0,102.0,15.0,13.0,2.0,1.0,58.0,4.0,1.0
912.0,106.0,15.0,13.0,2.0,1.0,62.0,4.0,1.0
924.0,119.0,19.0,13.0,6.0,1.0,65.0,4.0,1.0
936.0,134.0,27.0,14.0,13.0,0.0,66.0,4.0,2.0
948.0,140.0,27.0,11.0,16.0,0.0,69.0,4.0,2.0
960.0,150.0,24.0,8.0,16.0,0.0,74.0,4.0,2.0
972.0,161.0,29.0,9.0,20.0,0.0,78.0,4.0,2.0
984.0,176.0,32.0,12.0,20.0,1.0,85.0,5.0,2.0
996.0,188.0,33.0,13.0,20.0,1.0,94.0,5.0,2.0
1008.0,197.0,44.0,17.0,27.0,3.0,95.0,7.0,2.0
1020.0,203.0,49.0,18.0,31.0,5.0,100.0,9.0,2.0
1032.0,208.0,53.0,20.0,33.0,5.0,107.0,9.0,2.0
1044.0,224.0,60.0,25.0,35.0,5.0,116.0,9.0,2.0
1056.0,242.0,62.0,24.0,38.0,7.0,125.0,11.0,2.0
1068.0,259.0,57.0,21.0,36.0,7.0,134.0,11.0,2.0
1080.0,275.0,51.0,20.0,31.0,7.0,147.0,11.0,2.0
1092.0,284.0,52.0,19.0,33.0,6.0,155.0,11.0,2.0
1104.0,294.0,49.0,19.0,30.0,6.0,171.0,12.0,3.0
1116.0,300.0,55.0,17.0,38.0,6.0,180.0,12.0,3.0
1128.0,311.0,64.0,20.0,44.0,4.0,187.0,13.0,5.0
1140.0,322.0,67.0,18.0,49.0,4.0,197.0,13.0,5.0
1152.0,343.0,67.0,20.0,47.0,4.0,207.0,14.0,5.0
1164.0,353.0,66.0,19.0,47.0,3.0,220.0,14.0,5.0
1176.0,359.0,60.0,20.0,40.0,3.0,237.0,14.0,5.0
1188.0,368.0,56.0,20.0,36.0,3.0,249.0,14.0,5.0
1200.0,380.0,58.0,18.0,40.0,6.0,260.0,17.0,5.0
1212.0,386.0,59.0,20.0,39.0,5.0,275.0,17.0,6.0
1224.0,390.0,60.0,19.0,41.0,4.0,283.0,17.0,7.0
1236.0,404.0,55.0,18.0,37.0,6.0,297.0,19.0,7.0
1248.0,410.0,53.0,18.0,35.0,5.0,308.0,19.0,7.0
1260.0,420.0,55.0,20.0,35.0,5.0,318.0,19.0,7.0
1272.0,434.0,47.0,23.0,24.0,5.0,330.0,19.0,7.0
1284.0,446.0,41.0,19.0,22.0,5.0,343.0,19.0,7.0
1296.0,458.0,39.0,21.0,18.0,5.0,352.0,20.0,8.0
1308.0,472.0,41.0,20.0,21.0,5.0,358.0,20.0,8.0
1320.0,481.0,34.0,15.0,19.0,3.0,372.0,20.0,8.0
