"tick","Expuestos","Infecciosos","Asintomaticos","Sintomaticos","Camas","Recuperados","Hospitalizados","Muertos"
540.0,35.0,3.0,0.0,3.0,1.0,28.0,3.0,1.0
552.0,35.0,2.0,0.0,2.0,1.0,29.0,3.0,1.0
564.0,35.0,2.0,0.0,2.0,1.0,29.0,3.0,1.0
576.0,36.0,2.0,0.0,2.0,0.0,29.0,3.0,2.0
588.0,36.0,2.0,0.0,2.0,0.0,29.0,3.0,2.0
600.0,36.0,3.0,1.0,2.0,0.0,30.0,3.0,2.0
612.0,36.0,2.0,1.0,1.0,0.0,31.0,3.0,2.0
624.0,36.0,3.0,2.0,1.0,0.0,31.0,3.0,2.0
636.0,38.0,3.0,2.0,1.0,0.0,31.0,3.0,2.0
648.0,42.0,3.0,2.0,1.0,0.0,31.0,3.0,2.0
660.0,43.0,3.0,2.0,1.0,0.0,31.0,3.0,2.0
672.0,44.0,0.0,0.0,0.0,0.0,34.0,3.0,2.0
684.0,44.0,1.0,0.0,1.0,0.0,34.0,3.0,2.0
696.0,45.0,2.0,1.0,1.0,0.0,34.0,3.0,2.0
708.0,49.0,5.0,4.0,1.0,0.0,34.0,3.0,2.0
720.0,56.0,7.0,5.0,2.0,1.0,34.0,4.0,2.0
732.0,60.0,8.0,5.0,3.0,1.0,34.0,4.0,2.0
744.0,60.0,8.0,5.0,3.0,1.0,35.0,4.0,2.0
756.0,65.0,7.0,5.0,2.0,1.0,37.0,4.0,2.0
768.0,66.0,9.0,6.0,3.0,1.0,37.0,4.0,2.0
780.0,71.0,12.0,7.0,5.0,1.0,40.0,4.0,2.0
792.0,71.0,14.0,8.0,6.0,1.0,41.0,4.0,2.0
804.0,72.0,17.0,9.0,8.0,1.0,41.0,4.0,2.0
816.0,76.0,16.0,6.0,10.0,1.0,44.0,4.0,2.0
828.0,79.0,20.0,6.0,14.0,0.0,44.0,4.0,3.0
840.0,84.0,17.0,5.0,12.0,0.0,50.0,4.0,3.0
852.0,89.0,12.0,2.0,10.0,0.0,56.0,4.0,3.0
864.0,91.0,12.0,1.0,11.0,0.0,57.0,4.0,3.0
876.0,91.0,11.0,1.0,10.0,0.0,61.0,4.0,3.0
888.0,91.0,13.0,1.0,12.0,1.0,64.0,5.0,3.0
900.0,92.0,14.0,3.0,11.0,1.0,68.0,5.0,3.0
912.0,96.0,18.0,4.0,14.0,1.0,68.0,5.0,3.0
924.0,97.0,19.0,5.0,14.0,1.0,69.0,5.0,3.0
936.0,101.0,14.0,5.0,9.0,1.0,74.0,5.0,3.0
948.0,104.0,12.0,5.0,7.0,1.0,76.0,5.0,3.0
960.0,107.0,12.0,5.0,7.0,1.0,78.0,5.0,3.0
972.0,109.0,5.0,2.0,3.0,1.0,86.0,5.0,3.0
984.0,111.0,8.0,4.0,4.0,1.0,86.0,5.0,3.0
996.0,112.0,11.0,4.0,7.0,2.0,87.0,6.0,3.0
1008.0,117.0,13.0,4.0,9.0,1.0,88.0,6.0,3.0
1020.0,123.0,14.0,5.0,9.0,1.0,90.0,6.0,3.0
1032.0,127.0,12.0,3.0,9.0,1.0,92.0,6.0,3.0
1044.0,128.0,13.0,3.0,10.0,1.0,95.0,6.0,3.0
1056.0,129.0,10.0,3.0,7.0,1.0,98.0,6.0,3.0
1068.0,130.0,10.0,3.0,7.0,1.0,101.0,6.0,3.0
1080.0,132.0,17.0,5.0,12.0,2.0,102.0,7.0,3.0
1092.0,133.0,19.0,5.0,14.0,3.0,104.0,8.0,3.0
1104.0,138.0,18.0,5.0,13.0,2.0,108.0,8.0,3.0
1116.0,140.0,16.0,5.0,11.0,2.0,110.0,8.0,3.0
1128.0,141.0,14.0,3.0,11.0,2.0,113.0,8.0,3.0
1140.0,143.0,10.0,3.0,7.0,2.0,118.0,8.0,3.0
1152.0,147.0,10.0,7.0,3.0,2.0,122.0,8.0,3.0
1164.0,157.0,9.0,6.0,3.0,2.0,123.0,8.0,3.0
1176.0,161.0,9.0,7.0,2.0,2.0,125.0,8.0,3.0
1188.0,162.0,10.0,7.0,3.0,2.0,125.0,8.0,3.0
1200.0,171.0,10.0,7.0,3.0,0.0,128.0,8.0,4.0
1212.0,174.0,13.0,9.0,4.0,0.0,130.0,8.0,4.0
1224.0,175.0,18.0,9.0,9.0,0.0,134.0,8.0,4.0
1236.0,184.0,21.0,9.0,12.0,1.0,136.0,9.0,4.0
1248.0,192.0,20.0,8.0,12.0,1.0,138.0,9.0,4.0
1260.0,200.0,24.0,9.0,15.0,2.0,139.0,10.0,4.0
1272.0,211.0,26.0,12.0,14.0,3.0,143.0,11.0,4.0
1284.0,216.0,23.0,10.0,13.0,3.0,148.0,11.0,4.0
1296.0,222.0,24.0,13.0,11.0,3.0,157.0,11.0,4.0
1308.0,232.0,28.0,14.0,14.0,3.0,159.0,11.0,4.0
1320.0,239.0,34.0,16.0,18.0,4.0,161.0,12.0,4.0
1332.0,244.0,39.0,17.0,22.0,5.0,165.0,13.0,4.0
1344.0,252.0,33.0,14.0,19.0,4.0,175.0,13.0,4.0
1356.0,254.0,39.0,14.0,25.0,5.0,180.0,14.0,4.0
1368.0,257.0,43.0,16.0,27.0,5.0,185.0,14.0,4.0
1380.0,265.0,34.0,10.0,24.0,3.0,199.0,14.0,5.0
1392.0,271.0,38.0,13.0,25.0,4.0,203.0,15.0,5.0
1404.0,279.0,29.0,10.0,19.0,4.0,214.0,15.0,5.0
1416.0,288.0,28.0,10.0,18.0,4.0,218.0,15.0,5.0
1428.0,288.0,26.0,10.0,16.0,3.0,223.0,15.0,5.0
1440.0,295.0,26.0,11.0,15.0,4.0,230.0,16.0,5.0
1452.0,300.0,26.0,12.0,14.0,2.0,241.0,16.0,5.0
1464.0,311.0,26.0,16.0,10.0,3.0,247.0,17.0,5.0
1476.0,318.0,33.0,17.0,16.0,3.0,248.0,17.0,5.0
1488.0,330.0,31.0,15.0,16.0,2.0,253.0,17.0,5.0
1500.0,341.0,27.0,13.0,14.0,2.0,259.0,17.0,5.0
1512.0,349.0,28.0,14.0,14.0,2.0,265.0,17.0,5.0
1524.0,361.0,28.0,10.0,18.0,2.0,274.0,17.0,5.0
1536.0,368.0,34.0,12.0,22.0,2.0,278.0,17.0,5.0
1548.0,374.0,39.0,17.0,22.0,2.0,283.0,18.0,6.0
1560.0,384.0,48.0,19.0,29.0,2.0,286.0,19.0,6.0
1572.0,394.0,49.0,19.0,30.0,3.0,295.0,20.0,6.0
1584.0,401.0,50.0,21.0,29.0,3.0,302.0,20.0,6.0
1596.0,409.0,48.0,21.0,27.0,4.0,313.0,21.0,6.0
1608.0,421.0,40.0,15.0,25.0,4.0,326.0,21.0,6.0
1620.0,431.0,53.0,17.0,36.0,5.0,328.0,22.0,6.0
1632.0,436.0,38.0,10.0,28.0,5.0,343.0,22.0,6.0
1644.0,441.0,42.0,12.0,30.0,5.0,351.0,23.0,6.0
1656.0,444.0,46.0,15.0,31.0,7.0,358.0,25.0,6.0
1668.0,454.0,44.0,17.0,27.0,8.0,367.0,26.0,6.0
1680.0,460.0,46.0,17.0,29.0,7.0,374.0,27.0,8.0
1692.0,464.0,44.0,13.0,31.0,6.0,384.0,27.0,8.0
1704.0,470.0,37.0,8.0,29.0,6.0,395.0,27.0,8.0
