"tick","Expuestos","Infecciosos","Asintomaticos","Sintomaticos","Camas","Recuperados","Hospitalizados","Muertos"
1452.0,402.0,18.0,11.0,7.0,0.0,363.0,14.0,5.0
1464.0,403.0,19.0,12.0,7.0,0.0,366.0,14.0,5.0
1476.0,405.0,15.0,10.0,5.0,0.0,370.0,14.0,5.0
1488.0,408.0,20.0,12.0,8.0,0.0,371.0,14.0,5.0
1500.0,412.0,20.0,11.0,9.0,1.0,377.0,15.0,5.0
1512.0,416.0,17.0,9.0,8.0,2.0,381.0,16.0,5.0
1524.0,419.0,16.0,8.0,8.0,2.0,383.0,16.0,5.0
1536.0,422.0,16.0,7.0,9.0,3.0,385.0,17.0,5.0
1548.0,423.0,14.0,5.0,9.0,3.0,390.0,17.0,5.0
1560.0,427.0,9.0,3.0,6.0,3.0,396.0,17.0,5.0
1572.0,429.0,13.0,4.0,9.0,3.0,396.0,17.0,5.0
1584.0,430.0,15.0,3.0,12.0,3.0,398.0,17.0,5.0
1596.0,430.0,15.0,3.0,12.0,3.0,399.0,17.0,5.0
1608.0,435.0,15.0,3.0,12.0,1.0,401.0,17.0,6.0
1620.0,440.0,14.0,2.0,12.0,1.0,405.0,17.0,6.0
1632.0,441.0,12.0,4.0,8.0,1.0,409.0,17.0,6.0
1644.0,444.0,10.0,3.0,7.0,0.0,412.0,17.0,7.0
1656.0,450.0,11.0,5.0,6.0,0.0,415.0,17.0,7.0
1668.0,452.0,13.0,5.0,8.0,0.0,416.0,17.0,7.0
1680.0,454.0,13.0,5.0,8.0,0.0,420.0,17.0,7.0
1692.0,458.0,14.0,5.0,9.0,0.0,420.0,17.0,7.0
1704.0,465.0,14.0,5.0,9.0,1.0,424.0,18.0,7.0
