"tick","Expuestos","Infecciosos","Asintomaticos","Sintomaticos","Camas","Recuperados","Hospitalizados","Muertos"
1392.0,812.0,37.0,16.0,21.0,3.0,723.0,31.0,12.0
1404.0,817.0,33.0,16.0,17.0,2.0,729.0,31.0,13.0
1416.0,825.0,33.0,12.0,21.0,3.0,737.0,32.0,13.0
1428.0,834.0,33.0,13.0,20.0,3.0,743.0,32.0,13.0
1440.0,842.0,36.0,15.0,21.0,3.0,751.0,32.0,13.0
1452.0,852.0,41.0,15.0,26.0,4.0,758.0,34.0,13.0
1464.0,858.0,39.0,14.0,25.0,4.0,765.0,34.0,13.0
1476.0,863.0,42.0,14.0,28.0,3.0,770.0,34.0,14.0
1488.0,868.0,41.0,12.0,29.0,4.0,778.0,35.0,14.0
1500.0,873.0,40.0,11.0,29.0,6.0,785.0,37.0,14.0
1512.0,881.0,42.0,10.0,32.0,6.0,794.0,37.0,14.0
1524.0,884.0,36.0,9.0,27.0,6.0,804.0,37.0,14.0
1536.0,893.0,37.0,10.0,27.0,5.0,809.0,37.0,14.0
1548.0,895.0,37.0,11.0,26.0,5.0,816.0,38.0,14.0
1560.0,899.0,35.0,10.0,25.0,5.0,824.0,38.0,14.0
1572.0,907.0,31.0,11.0,20.0,5.0,834.0,39.0,14.0
1584.0,910.0,29.0,11.0,18.0,5.0,840.0,39.0,14.0
1596.0,918.0,27.0,14.0,13.0,4.0,846.0,39.0,15.0
1608.0,923.0,26.0,12.0,14.0,3.0,851.0,39.0,15.0
1620.0,927.0,26.0,13.0,13.0,3.0,858.0,40.0,15.0
1632.0,934.0,25.0,10.0,15.0,3.0,865.0,40.0,15.0
1644.0,938.0,24.0,8.0,16.0,3.0,868.0,40.0,15.0
1656.0,942.0,23.0,4.0,19.0,2.0,873.0,40.0,16.0
1668.0,945.0,32.0,9.0,23.0,2.0,876.0,40.0,16.0
1680.0,950.0,27.0,9.0,18.0,2.0,884.0,40.0,16.0
1692.0,953.0,28.0,12.0,16.0,1.0,887.0,40.0,17.0
1704.0,968.0,34.0,16.0,18.0,2.0,889.0,41.0,17.0
1716.0,980.0,29.0,14.0,15.0,1.0,895.0,41.0,18.0
1728.0,985.0,20.0,11.0,9.0,1.0,906.0,41.0,18.0
1740.0,987.0,23.0,11.0,12.0,1.0,910.0,41.0,18.0
1752.0,997.0,28.0,11.0,17.0,2.0,915.0,42.0,18.0
1764.0,999.0,31.0,12.0,19.0,2.0,918.0,42.0,18.0
1776.0,1002.0,34.0,10.0,24.0,2.0,923.0,42.0,18.0
1788.0,1006.0,43.0,12.0,31.0,3.0,923.0,43.0,18.0
1800.0,1010.0,39.0,10.0,29.0,3.0,930.0,43.0,18.0
1812.0,1016.0,34.0,10.0,24.0,3.0,937.0,43.0,18.0
1824.0,1023.0,27.0,10.0,17.0,2.0,951.0,43.0,18.0
1836.0,1030.0,23.0,11.0,12.0,2.0,958.0,43.0,18.0
1848.0,1033.0,23.0,9.0,14.0,1.0,962.0,43.0,19.0
1860.0,1043.0,20.0,11.0,9.0,1.0,969.0,43.0,19.0
1872.0,1047.0,27.0,12.0,15.0,2.0,971.0,44.0,19.0
1884.0,1053.0,28.0,15.0,13.0,1.0,978.0,44.0,19.0
1896.0,1059.0,27.0,14.0,13.0,1.0,983.0,44.0,19.0
1908.0,1066.0,30.0,15.0,15.0,1.0,986.0,44.0,19.0
1920.0,1072.0,32.0,17.0,15.0,1.0,990.0,44.0,19.0
1932.0,1082.0,30.0,16.0,14.0,3.0,997.0,46.0,19.0
1944.0,1088.0,29.0,11.0,18.0,4.0,1006.0,47.0,19.0
1956.0,1090.0,32.0,13.0,19.0,4.0,1009.0,47.0,19.0
1968.0,1093.0,33.0,13.0,20.0,4.0,1012.0,47.0,19.0
1980.0,1097.0,30.0,12.0,18.0,3.0,1020.0,47.0,20.0
1992.0,1102.0,29.0,12.0,17.0,3.0,1028.0,47.0,20.0
2004.0,1107.0,31.0,14.0,17.0,3.0,1032.0,47.0,20.0
2016.0,1112.0,30.0,11.0,19.0,3.0,1038.0,47.0,20.0
2028.0,1117.0,29.0,13.0,16.0,3.0,1041.0,47.0,20.0
2040.0,1122.0,27.0,12.0,15.0,4.0,1049.0,48.0,20.0
