"tick","Expuestos","Infecciosos","Asintomaticos","Sintomaticos","Camas","Recuperados","Hospitalizados","Muertos"
540.0,182.0,28.0,15.0,13.0,1.0,124.0,8.0,2.0
552.0,188.0,23.0,13.0,10.0,0.0,132.0,8.0,3.0
564.0,191.0,24.0,13.0,11.0,0.0,136.0,8.0,3.0
576.0,195.0,22.0,10.0,12.0,0.0,144.0,8.0,3.0
588.0,202.0,21.0,9.0,12.0,0.0,146.0,8.0,3.0
600.0,210.0,28.0,13.0,15.0,1.0,152.0,9.0,3.0
612.0,219.0,29.0,12.0,17.0,1.0,155.0,9.0,3.0
624.0,229.0,27.0,12.0,15.0,2.0,162.0,10.0,3.0
636.0,239.0,29.0,12.0,17.0,3.0,164.0,11.0,3.0
648.0,249.0,29.0,13.0,16.0,3.0,171.0,11.0,3.0
660.0,256.0,30.0,12.0,18.0,3.0,178.0,11.0,3.0
672.0,269.0,32.0,10.0,22.0,3.0,183.0,11.0,3.0
684.0,277.0,35.0,7.0,28.0,4.0,189.0,12.0,3.0
696.0,287.0,42.0,11.0,31.0,5.0,193.0,13.0,3.0
708.0,298.0,47.0,14.0,33.0,5.0,197.0,14.0,4.0
720.0,312.0,43.0,15.0,28.0,5.0,207.0,14.0,4.0
732.0,319.0,45.0,19.0,26.0,4.0,217.0,14.0,4.0
744.0,322.0,48.0,17.0,31.0,4.0,224.0,15.0,4.0
756.0,335.0,47.0,19.0,28.0,5.0,236.0,16.0,4.0
768.0,347.0,47.0,19.0,28.0,5.0,243.0,16.0,4.0
780.0,360.0,57.0,20.0,37.0,6.0,249.0,17.0,4.0
792.0,375.0,55.0,21.0,34.0,5.0,260.0,17.0,4.0
804.0,392.0,48.0,18.0,30.0,6.0,272.0,18.0,4.0
816.0,404.0,44.0,14.0,30.0,4.0,280.0,18.0,5.0
828.0,416.0,40.0,15.0,25.0,5.0,294.0,19.0,5.0
840.0,428.0,51.0,16.0,35.0,5.0,302.0,19.0,5.0
852.0,435.0,51.0,19.0,32.0,6.0,314.0,20.0,5.0
864.0,445.0,66.0,24.0,42.0,6.0,319.0,21.0,5.0
876.0,465.0,74.0,31.0,43.0,6.0,326.0,22.0,5.0
888.0,487.0,75.0,33.0,42.0,5.0,337.0,22.0,5.0
900.0,508.0,69.0,34.0,35.0,5.0,352.0,22.0,5.0
912.0,527.0,62.0,34.0,28.0,5.0,365.0,22.0,5.0
924.0,536.0,60.0,34.0,26.0,4.0,379.0,22.0,5.0
936.0,544.0,62.0,31.0,31.0,3.0,397.0,22.0,5.0
948.0,561.0,67.0,31.0,36.0,5.0,407.0,24.0,5.0
960.0,582.0,78.0,35.0,43.0,3.0,419.0,24.0,6.0
972.0,607.0,86.0,35.0,51.0,3.0,428.0,24.0,6.0
984.0,629.0,88.0,36.0,52.0,2.0,443.0,24.0,7.0
996.0,659.0,81.0,33.0,48.0,2.0,458.0,24.0,7.0
1008.0,675.0,82.0,33.0,49.0,4.0,474.0,26.0,7.0
1020.0,697.0,79.0,31.0,48.0,6.0,493.0,28.0,7.0
1032.0,726.0,83.0,35.0,48.0,8.0,514.0,30.0,7.0
1044.0,753.0,94.0,43.0,51.0,9.0,525.0,31.0,7.0
1056.0,778.0,109.0,46.0,63.0,12.0,537.0,34.0,7.0
1068.0,798.0,115.0,49.0,66.0,11.0,553.0,35.0,7.0
1080.0,831.0,117.0,45.0,72.0,11.0,569.0,35.0,7.0
1092.0,850.0,115.0,42.0,73.0,12.0,594.0,36.0,7.0
1104.0,876.0,110.0,36.0,74.0,11.0,618.0,37.0,7.0
1116.0,910.0,117.0,38.0,79.0,10.0,644.0,37.0,8.0
1128.0,936.0,123.0,45.0,78.0,9.0,663.0,37.0,9.0
1140.0,959.0,125.0,47.0,78.0,7.0,686.0,37.0,9.0
1152.0,978.0,130.0,51.0,79.0,4.0,708.0,38.0,10.0
1164.0,997.0,128.0,51.0,77.0,5.0,734.0,39.0,10.0
1176.0,1018.0,127.0,48.0,79.0,6.0,761.0,40.0,10.0
1188.0,1038.0,127.0,48.0,79.0,6.0,788.0,41.0,10.0
1200.0,1060.0,132.0,53.0,79.0,6.0,807.0,42.0,11.0
1212.0,1079.0,128.0,51.0,77.0,5.0,836.0,42.0,11.0
1224.0,1100.0,119.0,47.0,72.0,5.0,865.0,42.0,11.0
1236.0,1113.0,114.0,44.0,70.0,6.0,889.0,43.0,11.0
1248.0,1121.0,111.0,47.0,64.0,5.0,915.0,43.0,11.0
1260.0,1136.0,114.0,48.0,66.0,5.0,936.0,44.0,11.0
1272.0,1148.0,107.0,42.0,65.0,7.0,965.0,47.0,11.0
1284.0,1172.0,100.0,41.0,59.0,7.0,985.0,47.0,11.0
1296.0,1189.0,95.0,37.0,58.0,6.0,1006.0,47.0,11.0
1308.0,1212.0,82.0,32.0,50.0,6.0,1028.0,47.0,11.0
1320.0,1231.0,74.0,28.0,46.0,6.0,1047.0,48.0,12.0
