"tick","Expuestos","Infecciosos","Asintomaticos","Sintomaticos","Camas","Recuperados","Hospitalizados","Muertos"
624.0,238.0,34.0,17.0,17.0,3.0,172.0,9.0,2.0
636.0,245.0,35.0,14.0,21.0,1.0,181.0,9.0,2.0
648.0,250.0,31.0,12.0,19.0,1.0,192.0,10.0,3.0
660.0,259.0,34.0,12.0,22.0,2.0,195.0,11.0,3.0
672.0,261.0,31.0,10.0,21.0,2.0,202.0,11.0,3.0
684.0,264.0,23.0,6.0,17.0,2.0,211.0,11.0,3.0
696.0,265.0,23.0,7.0,16.0,3.0,217.0,12.0,3.0
708.0,268.0,25.0,9.0,16.0,3.0,224.0,12.0,3.0
720.0,277.0,27.0,10.0,17.0,3.0,226.0,12.0,3.0
732.0,286.0,25.0,9.0,16.0,3.0,230.0,12.0,3.0
744.0,293.0,26.0,9.0,17.0,3.0,232.0,12.0,3.0
756.0,300.0,22.0,7.0,15.0,3.0,236.0,12.0,3.0
768.0,301.0,14.0,4.0,10.0,2.0,246.0,13.0,5.0
780.0,306.0,15.0,6.0,9.0,3.0,253.0,14.0,5.0
792.0,314.0,21.0,7.0,14.0,2.0,256.0,14.0,5.0
804.0,317.0,33.0,13.0,20.0,2.0,259.0,14.0,5.0
816.0,335.0,36.0,16.0,20.0,2.0,259.0,14.0,5.0
828.0,341.0,32.0,13.0,19.0,2.0,263.0,14.0,5.0
840.0,347.0,34.0,13.0,21.0,2.0,266.0,14.0,5.0
852.0,355.0,33.0,13.0,20.0,2.0,275.0,14.0,5.0
864.0,362.0,28.0,9.0,19.0,2.0,287.0,14.0,5.0
876.0,372.0,31.0,9.0,22.0,0.0,294.0,14.0,6.0
888.0,379.0,37.0,14.0,23.0,0.0,295.0,14.0,6.0
900.0,399.0,40.0,17.0,23.0,0.0,302.0,14.0,6.0
912.0,409.0,37.0,19.0,18.0,0.0,311.0,14.0,6.0
924.0,421.0,36.0,23.0,13.0,0.0,318.0,14.0,6.0
936.0,440.0,43.0,26.0,17.0,0.0,324.0,14.0,6.0
948.0,452.0,44.0,22.0,22.0,1.0,332.0,15.0,6.0
960.0,459.0,53.0,22.0,31.0,2.0,336.0,16.0,6.0
972.0,471.0,55.0,23.0,32.0,2.0,347.0,16.0,6.0
984.0,485.0,64.0,25.0,39.0,2.0,354.0,16.0,6.0
996.0,500.0,65.0,25.0,40.0,2.0,365.0,16.0,6.0
1008.0,514.0,67.0,25.0,42.0,4.0,376.0,18.0,6.0
1020.0,530.0,66.0,27.0,39.0,5.0,388.0,19.0,6.0
1032.0,547.0,63.0,22.0,41.0,5.0,402.0,19.0,6.0
1044.0,561.0,66.0,20.0,46.0,6.0,411.0,20.0,6.0
1056.0,572.0,63.0,20.0,43.0,6.0,428.0,21.0,6.0
1068.0,590.0,65.0,20.0,45.0,5.0,442.0,21.0,7.0
1080.0,606.0,69.0,22.0,47.0,5.0,450.0,21.0,7.0
1092.0,626.0,71.0,26.0,45.0,5.0,462.0,21.0,7.0
1104.0,642.0,74.0,29.0,45.0,6.0,475.0,22.0,7.0
1116.0,669.0,70.0,32.0,38.0,4.0,493.0,22.0,8.0
1128.0,689.0,76.0,33.0,43.0,4.0,502.0,22.0,8.0
1140.0,707.0,80.0,34.0,46.0,3.0,519.0,22.0,9.0
1152.0,719.0,80.0,30.0,50.0,3.0,533.0,23.0,10.0
1164.0,726.0,81.0,29.0,52.0,2.0,548.0,23.0,11.0
1176.0,746.0,93.0,33.0,60.0,5.0,564.0,26.0,11.0
1188.0,766.0,99.0,34.0,65.0,5.0,580.0,26.0,11.0
1200.0,785.0,99.0,36.0,63.0,5.0,594.0,26.0,11.0
1212.0,802.0,91.0,31.0,60.0,4.0,611.0,26.0,12.0
1224.0,814.0,80.0,27.0,53.0,5.0,634.0,27.0,12.0
1236.0,826.0,78.0,28.0,50.0,5.0,651.0,27.0,12.0
1248.0,839.0,81.0,22.0,59.0,5.0,669.0,27.0,12.0
1260.0,853.0,80.0,25.0,55.0,7.0,688.0,29.0,12.0
1272.0,863.0,89.0,33.0,56.0,6.0,699.0,29.0,12.0
1284.0,883.0,90.0,34.0,56.0,4.0,711.0,29.0,14.0
1296.0,899.0,80.0,33.0,47.0,3.0,732.0,29.0,15.0
1308.0,910.0,72.0,31.0,41.0,4.0,748.0,30.0,15.0
1320.0,922.0,71.0,32.0,39.0,4.0,761.0,30.0,15.0
