"tick","Expuestos","Infecciosos","Asintomaticos","Sintomaticos","Camas","Recuperados","Hospitalizados","Muertos"
540.0,148.0,24.0,8.0,16.0,0.0,105.0,4.0,1.0
552.0,155.0,19.0,7.0,12.0,0.0,113.0,4.0,1.0
564.0,159.0,16.0,8.0,8.0,0.0,119.0,4.0,1.0
576.0,162.0,20.0,10.0,10.0,0.0,121.0,4.0,1.0
588.0,164.0,16.0,8.0,8.0,0.0,127.0,4.0,1.0
600.0,168.0,22.0,9.0,13.0,1.0,128.0,5.0,1.0
612.0,174.0,21.0,8.0,13.0,1.0,132.0,5.0,1.0
624.0,180.0,21.0,7.0,14.0,1.0,136.0,5.0,1.0
636.0,185.0,17.0,6.0,11.0,1.0,142.0,5.0,1.0
648.0,191.0,19.0,6.0,13.0,1.0,143.0,5.0,1.0
660.0,196.0,20.0,7.0,13.0,1.0,145.0,5.0,1.0
672.0,206.0,18.0,6.0,12.0,1.0,154.0,5.0,1.0
684.0,210.0,22.0,8.0,14.0,1.0,155.0,5.0,1.0
696.0,224.0,23.0,9.0,14.0,2.0,159.0,6.0,1.0
708.0,228.0,26.0,11.0,15.0,2.0,162.0,6.0,1.0
720.0,236.0,26.0,9.0,17.0,1.0,170.0,6.0,1.0
732.0,243.0,31.0,13.0,18.0,1.0,173.0,6.0,1.0
744.0,254.0,32.0,12.0,20.0,1.0,179.0,6.0,1.0
756.0,261.0,32.0,13.0,19.0,1.0,183.0,6.0,1.0
768.0,269.0,38.0,13.0,25.0,2.0,189.0,7.0,1.0
780.0,288.0,37.0,12.0,25.0,2.0,196.0,7.0,1.0
792.0,297.0,41.0,12.0,29.0,3.0,202.0,8.0,1.0
804.0,305.0,41.0,11.0,30.0,2.0,209.0,8.0,2.0
816.0,317.0,41.0,12.0,29.0,2.0,218.0,8.0,2.0
828.0,331.0,47.0,15.0,32.0,2.0,225.0,8.0,2.0
840.0,343.0,47.0,18.0,29.0,2.0,233.0,8.0,2.0
852.0,359.0,51.0,21.0,30.0,3.0,240.0,9.0,2.0
864.0,372.0,55.0,22.0,33.0,4.0,248.0,10.0,2.0
876.0,392.0,55.0,22.0,33.0,5.0,258.0,11.0,2.0
888.0,405.0,54.0,23.0,31.0,5.0,270.0,12.0,2.0
900.0,424.0,61.0,27.0,34.0,5.0,279.0,12.0,2.0
912.0,446.0,57.0,26.0,31.0,4.0,294.0,12.0,3.0
924.0,460.0,65.0,33.0,32.0,4.0,300.0,12.0,3.0
936.0,479.0,69.0,34.0,35.0,4.0,312.0,12.0,3.0
948.0,501.0,74.0,32.0,42.0,3.0,327.0,12.0,3.0
960.0,526.0,80.0,35.0,45.0,4.0,336.0,13.0,3.0
972.0,547.0,82.0,35.0,47.0,4.0,354.0,14.0,3.0
984.0,572.0,90.0,35.0,55.0,5.0,367.0,15.0,3.0
996.0,590.0,91.0,38.0,53.0,6.0,383.0,17.0,3.0
1008.0,609.0,93.0,39.0,54.0,6.0,402.0,18.0,3.0
1020.0,631.0,100.0,47.0,53.0,8.0,418.0,20.0,3.0
1032.0,671.0,107.0,55.0,52.0,8.0,437.0,20.0,3.0
1044.0,697.0,116.0,53.0,63.0,8.0,448.0,20.0,3.0
1056.0,718.0,105.0,49.0,56.0,10.0,476.0,22.0,3.0
1068.0,739.0,108.0,48.0,60.0,9.0,491.0,23.0,4.0
1080.0,759.0,120.0,50.0,70.0,8.0,509.0,23.0,4.0
1092.0,778.0,118.0,56.0,62.0,9.0,537.0,24.0,4.0
1104.0,801.0,128.0,58.0,70.0,11.0,561.0,27.0,5.0
1116.0,821.0,123.0,58.0,65.0,9.0,580.0,27.0,7.0
1128.0,840.0,132.0,64.0,68.0,10.0,595.0,29.0,8.0
1140.0,879.0,126.0,59.0,67.0,9.0,621.0,29.0,8.0
1152.0,902.0,115.0,52.0,63.0,9.0,651.0,30.0,9.0
1164.0,929.0,111.0,46.0,65.0,8.0,677.0,30.0,9.0
1176.0,949.0,103.0,44.0,59.0,8.0,706.0,31.0,9.0
1188.0,968.0,107.0,54.0,53.0,9.0,723.0,32.0,9.0
1200.0,993.0,118.0,58.0,60.0,7.0,744.0,32.0,10.0
1212.0,1025.0,125.0,59.0,66.0,7.0,766.0,33.0,10.0
1224.0,1054.0,123.0,53.0,70.0,6.0,789.0,33.0,10.0
1236.0,1074.0,122.0,51.0,71.0,4.0,810.0,33.0,12.0
1248.0,1096.0,116.0,48.0,68.0,5.0,835.0,34.0,12.0
1260.0,1108.0,114.0,40.0,74.0,6.0,864.0,36.0,13.0
1272.0,1128.0,119.0,48.0,71.0,6.0,890.0,37.0,13.0
1284.0,1145.0,126.0,55.0,71.0,6.0,913.0,38.0,13.0
1296.0,1167.0,126.0,51.0,75.0,7.0,935.0,39.0,13.0
1308.0,1181.0,123.0,55.0,68.0,8.0,954.0,40.0,13.0
1320.0,1195.0,113.0,50.0,63.0,8.0,976.0,41.0,14.0
1332.0,1201.0,106.0,46.0,60.0,8.0,1001.0,41.0,14.0
1344.0,1207.0,98.0,42.0,56.0,9.0,1029.0,42.0,14.0
1356.0,1223.0,92.0,31.0,61.0,10.0,1052.0,44.0,15.0
1368.0,1234.0,94.0,32.0,62.0,7.0,1068.0,44.0,16.0
1380.0,1250.0,87.0,30.0,57.0,8.0,1085.0,45.0,16.0
1392.0,1265.0,75.0,26.0,49.0,7.0,1105.0,45.0,16.0
1404.0,1272.0,65.0,24.0,41.0,8.0,1129.0,47.0,16.0
1416.0,1277.0,61.0,22.0,39.0,10.0,1141.0,49.0,16.0
1428.0,1283.0,57.0,25.0,32.0,8.0,1157.0,49.0,18.0
1440.0,1291.0,54.0,19.0,35.0,9.0,1171.0,51.0,19.0
1452.0,1295.0,64.0,20.0,44.0,10.0,1176.0,52.0,19.0
1464.0,1306.0,59.0,18.0,41.0,11.0,1189.0,53.0,19.0
1476.0,1311.0,59.0,17.0,42.0,8.0,1197.0,53.0,20.0
1488.0,1315.0,51.0,13.0,38.0,8.0,1208.0,53.0,20.0
1500.0,1317.0,40.0,11.0,29.0,8.0,1224.0,53.0,20.0
1512.0,1317.0,34.0,11.0,23.0,7.0,1234.0,53.0,21.0
1524.0,1327.0,33.0,12.0,21.0,7.0,1244.0,55.0,22.0
1536.0,1338.0,39.0,15.0,24.0,6.0,1249.0,56.0,24.0
1548.0,1344.0,33.0,14.0,19.0,6.0,1255.0,56.0,24.0
1560.0,1350.0,25.0,10.0,15.0,4.0,1266.0,56.0,24.0
1572.0,1355.0,26.0,9.0,17.0,4.0,1270.0,56.0,24.0
1584.0,1362.0,23.0,10.0,13.0,3.0,1277.0,56.0,24.0
1596.0,1365.0,23.0,9.0,14.0,3.0,1283.0,56.0,24.0
1608.0,1371.0,28.0,14.0,14.0,3.0,1289.0,56.0,24.0
1620.0,1377.0,30.0,16.0,14.0,3.0,1291.0,56.0,24.0
1632.0,1385.0,32.0,15.0,17.0,1.0,1297.0,56.0,24.0
1644.0,1392.0,37.0,17.0,20.0,1.0,1300.0,56.0,24.0
1656.0,1393.0,31.0,14.0,17.0,0.0,1311.0,56.0,24.0
1668.0,1396.0,23.0,9.0,14.0,0.0,1320.0,56.0,24.0
1680.0,1399.0,26.0,12.0,14.0,0.0,1325.0,56.0,24.0
