"tick","Expuestos","Infecciosos","Asintomaticos","Sintomaticos","Camas","Recuperados","Hospitalizados","Muertos"
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
12.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
24.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
36.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
48.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
60.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
72.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
84.0,8.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0
96.0,10.0,5.0,1.0,4.0,0.0,1.0,0.0,0.0
108.0,15.0,6.0,2.0,4.0,0.0,1.0,0.0,0.0
120.0,18.0,6.0,3.0,3.0,0.0,2.0,0.0,0.0
132.0,18.0,6.0,3.0,3.0,0.0,2.0,0.0,0.0
144.0,19.0,6.0,3.0,3.0,0.0,3.0,0.0,0.0
156.0,21.0,8.0,4.0,4.0,0.0,6.0,0.0,0.0
168.0,23.0,10.0,4.0,6.0,1.0,7.0,1.0,0.0
180.0,26.0,9.0,3.0,6.0,1.0,8.0,1.0,0.0
192.0,28.0,11.0,4.0,7.0,1.0,8.0,1.0,0.0
204.0,30.0,11.0,3.0,8.0,1.0,10.0,1.0,0.0
216.0,34.0,6.0,1.0,5.0,1.0,15.0,1.0,0.0
228.0,35.0,6.0,1.0,5.0,1.0,16.0,1.0,0.0
240.0,38.0,6.0,0.0,6.0,1.0,17.0,1.0,0.0
252.0,39.0,8.0,3.0,5.0,2.0,19.0,2.0,0.0
264.0,42.0,9.0,3.0,6.0,1.0,21.0,2.0,0.0
276.0,45.0,8.0,3.0,5.0,1.0,23.0,2.0,0.0
288.0,50.0,14.0,5.0,9.0,1.0,23.0,2.0,0.0
300.0,54.0,12.0,3.0,9.0,1.0,25.0,2.0,0.0
312.0,59.0,12.0,3.0,9.0,1.0,27.0,2.0,0.0
324.0,62.0,11.0,2.0,9.0,1.0,28.0,2.0,0.0
336.0,69.0,11.0,4.0,7.0,1.0,31.0,2.0,0.0
348.0,73.0,16.0,6.0,10.0,1.0,36.0,2.0,0.0
360.0,82.0,19.0,7.0,12.0,2.0,37.0,3.0,0.0
372.0,91.0,21.0,7.0,14.0,2.0,40.0,4.0,0.0
384.0,95.0,20.0,6.0,14.0,2.0,41.0,4.0,0.0
396.0,95.0,23.0,11.0,12.0,2.0,46.0,4.0,0.0
408.0,100.0,20.0,9.0,11.0,2.0,53.0,4.0,0.0
420.0,105.0,22.0,8.0,14.0,2.0,56.0,4.0,0.0
432.0,111.0,31.0,12.0,19.0,2.0,57.0,4.0,0.0
444.0,119.0,29.0,11.0,18.0,2.0,61.0,4.0,0.0
456.0,126.0,31.0,10.0,21.0,1.0,64.0,4.0,1.0
468.0,129.0,22.0,5.0,17.0,1.0,73.0,4.0,1.0
480.0,131.0,27.0,8.0,19.0,0.0,79.0,4.0,1.0
492.0,135.0,23.0,8.0,15.0,0.0,87.0,4.0,1.0
504.0,138.0,28.0,9.0,19.0,0.0,91.0,4.0,1.0
516.0,141.0,29.0,8.0,21.0,0.0,94.0,4.0,1.0
528.0,147.0,29.0,11.0,18.0,0.0,97.0,4.0,1.0
